,T,WAM.TN,WAM.FP,WAM.FN,WAM.TP,WAM.Rc,WAM.Pr,WAM.F1,WAM.Sn,WAM.Sp,Tpr,Fpr,T,BN.TN,BN.FP,BN.FN,BN.TP,BN.Rc,BN.Pr,BN.F1,BN.Sn,BN.Sp,Tpr,Fpr,T,SVM.TN,SVM.FP,SVM.FN,SVM.TP,SVM.Rc,SVM.Pr,SVM.F1,SVM.Sn,SVM.Sp,Tpr,Fpr
100,10.0,2361,0,392,2247,0.85,1.0,0.92,0.85,1.0,0.85,0.0,10.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
101,10.5,2361,0,408,2231,0.85,1.0,0.92,0.85,1.0,0.85,0.0,10.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
102,11.0,2361,0,439,2200,0.83,1.0,0.91,0.83,1.0,0.83,0.0,11.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
103,11.5,2361,0,459,2180,0.83,1.0,0.9,0.83,1.0,0.83,0.0,11.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
104,12.0,2361,0,481,2158,0.82,1.0,0.9,0.82,1.0,0.82,0.0,12.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
105,12.5,2361,0,504,2135,0.81,1.0,0.89,0.81,1.0,0.81,0.0,12.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
106,13.0,2361,0,535,2104,0.8,1.0,0.89,0.8,1.0,0.8,0.0,13.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
107,13.5,2361,0,554,2085,0.79,1.0,0.88,0.79,1.0,0.79,0.0,13.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
108,14.0,2361,0,588,2051,0.78,1.0,0.87,0.78,1.0,0.78,0.0,14.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
109,14.5,2361,0,618,2021,0.77,1.0,0.87,0.77,1.0,0.77,0.0,14.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
110,15.0,2361,0,672,1967,0.75,1.0,0.85,0.75,1.0,0.75,0.0,15.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,15.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
111,15.5,2361,0,711,1928,0.73,1.0,0.84,0.73,1.0,0.73,0.0,15.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,15.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
112,16.0,2361,0,774,1865,0.71,1.0,0.83,0.71,1.0,0.71,0.0,16.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,16.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
113,16.5,2361,0,823,1816,0.69,1.0,0.82,0.69,1.0,0.69,0.0,16.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,16.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
114,17.0,2361,0,847,1792,0.68,1.0,0.81,0.68,1.0,0.68,0.0,17.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,17.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
115,17.5,2361,0,878,1761,0.67,1.0,0.8,0.67,1.0,0.67,0.0,17.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,17.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
116,18.0,2361,0,913,1726,0.65,1.0,0.79,0.65,1.0,0.65,0.0,18.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
117,18.5,2361,0,944,1695,0.64,1.0,0.78,0.64,1.0,0.64,0.0,18.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,18.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
118,19.0,2361,0,982,1657,0.63,1.0,0.77,0.63,1.0,0.63,0.0,19.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
119,19.5,2361,0,1004,1635,0.62,1.0,0.77,0.62,1.0,0.62,0.0,19.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,19.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
120,20.0,2361,0,1046,1593,0.6,1.0,0.75,0.6,1.0,0.6,0.0,20.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
121,20.5,2361,0,1077,1562,0.59,1.0,0.74,0.59,1.0,0.59,0.0,20.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,20.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
122,21.0,2361,0,1113,1526,0.58,1.0,0.73,0.58,1.0,0.58,0.0,21.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,21.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
123,21.5,2361,0,1149,1490,0.56,1.0,0.72,0.56,1.0,0.56,0.0,21.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,21.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
124,22.0,2361,0,1212,1427,0.54,1.0,0.7,0.54,1.0,0.54,0.0,22.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,22.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
125,22.5,2361,0,1269,1370,0.52,1.0,0.68,0.52,1.0,0.52,0.0,22.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,22.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
126,23.0,2361,0,1334,1305,0.49,1.0,0.66,0.49,1.0,0.49,0.0,23.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
127,23.5,2361,0,1402,1237,0.47,1.0,0.64,0.47,1.0,0.47,0.0,23.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,23.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
128,24.0,2361,0,1460,1179,0.45,1.0,0.62,0.45,1.0,0.45,0.0,24.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,24.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
129,24.5,2361,0,1533,1106,0.42,1.0,0.59,0.42,1.0,0.42,0.0,24.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,24.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
130,25.0,2361,0,1585,1054,0.4,1.0,0.57,0.4,1.0,0.4,0.0,25.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,25.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
131,25.5,2361,0,1655,984,0.37,1.0,0.54,0.37,1.0,0.37,0.0,25.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,25.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
132,26.0,2361,0,1730,909,0.34,1.0,0.51,0.34,1.0,0.34,0.0,26.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,26.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
133,26.5,2361,0,1801,838,0.32,1.0,0.48,0.32,1.0,0.32,0.0,26.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,26.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
134,27.0,2361,0,1897,742,0.28,1.0,0.44,0.28,1.0,0.28,0.0,27.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,27.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
135,27.5,2361,0,1968,671,0.25,1.0,0.41,0.25,1.0,0.25,0.0,27.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,27.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
136,28.0,2361,0,2034,605,0.23,1.0,0.37,0.23,1.0,0.23,0.0,28.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,28.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
137,28.5,2361,0,2120,519,0.2,1.0,0.33,0.2,1.0,0.2,0.0,28.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,28.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
138,29.0,2361,0,2201,438,0.17,1.0,0.28,0.17,1.0,0.17,0.0,29.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,29.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
139,29.5,2361,0,2268,371,0.14,1.0,0.25,0.14,1.0,0.14,0.0,29.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,29.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
140,30.0,2361,0,2338,301,0.11,1.0,0.2,0.11,1.0,0.11,0.0,30.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,30.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
141,30.5,2361,0,2400,239,0.09,1.0,0.17,0.09,1.0,0.09,0.0,30.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,30.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
142,31.0,2361,0,2448,191,0.07,1.0,0.13,0.07,1.0,0.07,0.0,31.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,31.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
143,31.5,2361,0,2485,154,0.06,1.0,0.11,0.06,1.0,0.06,0.0,31.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,31.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
144,32.0,2361,0,2514,125,0.05,1.0,0.09,0.05,1.0,0.05,0.0,32.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,32.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
145,32.5,2361,0,2533,106,0.04,1.0,0.08,0.04,1.0,0.04,0.0,32.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,32.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
146,33.0,2361,0,2559,80,0.03,1.0,0.06,0.03,1.0,0.03,0.0,33.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,33.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
147,33.5,2361,0,2578,61,0.02,1.0,0.05,0.02,1.0,0.02,0.0,33.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,33.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
148,34.0,2361,0,2596,43,0.02,1.0,0.03,0.02,1.0,0.02,0.0,34.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,34.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
149,34.5,2361,0,2608,31,0.01,1.0,0.02,0.01,1.0,0.01,0.0,34.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,34.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
150,35.0,2361,0,2614,25,0.01,1.0,0.02,0.01,1.0,0.01,0.0,35.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,35.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
151,35.5,2361,0,2619,20,0.01,1.0,0.02,0.01,1.0,0.01,0.0,35.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,35.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
152,36.0,2361,0,2623,16,0.01,1.0,0.01,0.01,1.0,0.01,0.0,36.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,36.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
153,36.5,2361,0,2628,11,0.0,1.0,0.01,0.0,1.0,0.0,0.0,36.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,36.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
154,37.0,2361,0,2632,7,0.0,1.0,0.01,0.0,1.0,0.0,0.0,37.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,37.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
155,37.5,2361,0,2635,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,37.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,37.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
156,38.0,2361,0,2637,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,38.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,38.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
157,38.5,2361,0,2637,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,38.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,38.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
158,39.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,39.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,39.0,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
159,39.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,39.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,39.5,2361,0,2639,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
