T,WAM.TN,WAM.FP,WAM.FN,WAM.TP,WAM.Rc,WAM.Pr,WAM.F1,WAM.Sn,WAM.Sp,WAM.Tpr,WAM.Fpr,BN.TN,BN.FP,BN.FN,BN.TP,BN.Rc,BN.Pr,BN.F1,BN.Sn,BN.Sp,BN.Tpr,BN.Fpr,SVM.TN,SVM.FP,SVM.FN,SVM.TP,SVM.Rc,SVM.Pr,SVM.F1,SVM.Sn,SVM.Sp,SVM.Tpr,SVM.Fpr
-40.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0
-39.5,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0
-39.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0
-38.5,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0
-38.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0
-37.5,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0
-37.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0
-36.5,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0
-36.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0
-35.5,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0
-35.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0
-34.5,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0
-34.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0
-33.5,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0
-33.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0
-32.5,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0
-32.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0
-31.5,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0
-31.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0
-30.5,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0
-30.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0
-29.5,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0
-29.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0
-28.5,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0
-28.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0
-27.5,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0
-27.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0
-26.5,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0
-26.0,1,3860,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0
-25.5,3,3858,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0
-25.0,8,3853,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0
-24.5,10,3851,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0
-24.0,12,3849,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0
-23.5,23,3838,0,1139,1.0,0.23,0.37,1.0,0.01,1.0,0.99,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0
-23.0,53,3808,0,1139,1.0,0.23,0.37,1.0,0.01,1.0,0.99,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0
-22.5,75,3786,0,1139,1.0,0.23,0.38,1.0,0.02,1.0,0.98,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0
-22.0,94,3767,0,1139,1.0,0.23,0.38,1.0,0.02,1.0,0.98,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0
-21.5,125,3736,0,1139,1.0,0.23,0.38,1.0,0.03,1.0,0.97,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0
-21.0,143,3718,0,1139,1.0,0.23,0.38,1.0,0.04,1.0,0.96,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0
-20.5,170,3691,0,1139,1.0,0.24,0.38,1.0,0.04,1.0,0.96,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0
-20.0,199,3662,0,1139,1.0,0.24,0.38,1.0,0.05,1.0,0.95,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0
-19.5,223,3638,0,1139,1.0,0.24,0.39,1.0,0.06,1.0,0.94,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0
-19.0,254,3607,0,1139,1.0,0.24,0.39,1.0,0.07,1.0,0.93,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0,0,3861,0,1139,1.0,0.23,0.37,1.0,0.0,1.0,1.0
