T,WAM.TN,WAM.FP,WAM.FN,WAM.TP,WAM.Rc,WAM.Pr,WAM.F1,WAM.Sn,WAM.Sp,WAM.Tpr,WAM.Fpr,BN.TN,BN.FP,BN.FN,BN.TP,BN.Rc,BN.Pr,BN.F1,BN.Sn,BN.Sp,BN.Tpr,BN.Fpr,SVM.TN,SVM.FP,SVM.FN,SVM.TP,SVM.Rc,SVM.Pr,SVM.F1,SVM.Sn,SVM.Sp,SVM.Tpr,SVM.Fpr
-40.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0
-39.5,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0
-39.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0
-38.5,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0
-38.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0
-37.5,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0
-37.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0
-36.5,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0
-36.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0
-35.5,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0
-35.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0
-34.5,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0
-34.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0
-33.5,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0
-33.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0
-32.5,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0
-32.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0
-31.5,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0
-31.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0
-30.5,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0
-30.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0
-29.5,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0
-29.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0
-28.5,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0
-28.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0
-27.5,1,2360,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0
-27.0,2,2359,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0
-26.5,6,2355,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0
-26.0,7,2354,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0
-25.5,11,2350,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0
-25.0,16,2345,0,2639,1.0,0.53,0.69,1.0,0.01,1.0,0.99,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0
-24.5,41,2320,0,2639,1.0,0.53,0.69,1.0,0.02,1.0,0.98,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0
-24.0,58,2303,0,2639,1.0,0.53,0.7,1.0,0.02,1.0,0.98,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0
-23.5,74,2287,0,2639,1.0,0.54,0.7,1.0,0.03,1.0,0.97,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0
-23.0,104,2257,0,2639,1.0,0.54,0.7,1.0,0.04,1.0,0.96,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0
-22.5,122,2239,0,2639,1.0,0.54,0.7,1.0,0.05,1.0,0.95,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0
-22.0,136,2225,0,2639,1.0,0.54,0.7,1.0,0.06,1.0,0.94,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0
-21.5,156,2205,0,2639,1.0,0.54,0.71,1.0,0.07,1.0,0.93,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0
-21.0,177,2184,0,2639,1.0,0.55,0.71,1.0,0.07,1.0,0.93,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0
-20.5,196,2165,0,2639,1.0,0.55,0.71,1.0,0.08,1.0,0.92,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0
-20.0,228,2133,0,2639,1.0,0.55,0.71,1.0,0.1,1.0,0.9,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0
-19.5,256,2105,0,2639,1.0,0.56,0.71,1.0,0.11,1.0,0.89,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0,0,2361,0,2639,1.0,0.53,0.69,1.0,0.0,1.0,1.0
